"ROAD","LI","CONTRI","JF","CF","SP","DE","TIME"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","3.1409","0.70","22.00","-","2016-06-11 23:28:05"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","0.0021","0.70","28.00","+","2016-06-11 23:28:27"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","0","0.70","28.31","+","2016-06-11 23:28:27"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0","0.70","16.00","+","2016-06-11 23:28:27"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0022","0.70","32.00","-","2016-06-11 23:38:59"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0016","0.70","32.00","+","2016-06-11 23:38:59"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","0.0027","0.70","25.00","+","2016-06-11 23:38:59"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","0.0026","0.70","25.00","-","2016-06-11 23:38:03"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","0.0026","0.70","25.00","+","2016-06-11 23:38:04"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0.5193","0.78","47.26","+","2016-06-11 23:38:57"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","0.4482","0.78","47.50","+","2016-06-11 23:38:57"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0.5869","0.78","49.92","+","2016-06-11 23:38:57"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","1.0000","0.80","53.11","+","2016-06-11 23:38:57"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","1.0708","0.79","57.47","+","2016-06-11 23:38:57"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","0.9538","0.80","55.16","+","2016-06-11 23:38:57"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","0","0.70","54.09","-","2016-06-11 23:38:37"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","0.0032","0.70","62.99","-","2016-06-11 23:38:37"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0.0029","0.70","63.99","-","2016-06-11 23:38:37"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","0.0032","0.70","62.99","-","2016-06-11 23:38:37"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0.0036","0.70","56.99","-","2016-06-11 23:38:37"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0.0027","0.70","23.00","-","2016-06-11 23:38:16"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","0","0.70","21.00","-","2016-06-11 23:38:16"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","0.0019","0.70","26.00","-","2016-06-11 23:38:16"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","2.8599","0.70","22.54","-","2016-06-11 23:38:16"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","0.0021","0.70","28.00","+","2016-06-11 23:38:27"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","0","0.70","28.31","+","2016-06-11 23:38:27"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0","0.70","16.00","+","2016-06-11 23:38:27"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0022","0.70","32.00","-","2016-06-11 23:48:59"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0016","0.70","32.00","+","2016-06-11 23:48:59"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","0.0027","0.70","25.00","+","2016-06-11 23:48:59"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","0.0026","0.70","25.00","-","2016-06-11 23:48:02"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","0.0026","0.70","25.00","+","2016-06-11 23:48:01"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0","0.88","50.75","+","2016-06-11 23:48:57"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","0","0.87","52.27","+","2016-06-11 23:48:57"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0","0.87","53.89","+","2016-06-11 23:48:57"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","0.1582","0.92","56.38","+","2016-06-11 23:48:57"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","0.6508","0.89","59.25","+","2016-06-11 23:48:57"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","0.1124","0.93","58.55","+","2016-06-11 23:48:57"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","0","0.70","54.09","-","2016-06-11 23:48:37"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","0.0032","0.70","62.99","-","2016-06-11 23:48:37"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","2.1223","0.81","54.74","-","2016-06-11 23:48:37"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","2.2075","0.82","53.52","-","2016-06-11 23:48:37"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","1.3563","0.79","51.73","-","2016-06-11 23:48:37"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0.0027","0.70","23.00","-","2016-06-11 23:48:05"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","0","0.70","21.00","-","2016-06-11 23:48:05"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","0.0019","0.70","26.00","-","2016-06-11 23:48:05"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","2.7283","0.70","22.79","-","2016-06-11 23:48:05"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","0.0021","0.70","28.00","+","2016-06-11 23:48:26"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","0","0.70","27.66","+","2016-06-11 23:48:26"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0","0.70","16.00","+","2016-06-11 23:48:26"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0022","0.70","32.00","-","2016-06-11 23:58:59"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0016","0.70","32.00","+","2016-06-11 23:58:59"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","0.0027","0.70","25.00","+","2016-06-11 23:58:59"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","0.0026","0.70","25.00","-","2016-06-11 23:58:02"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","0.0026","0.70","25.00","+","2016-06-11 23:58:02"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0","0.78","49.78","+","2016-06-11 23:58:56"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","0","0.77","50.47","+","2016-06-11 23:58:56"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0","0.78","52.85","+","2016-06-11 23:58:56"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","0.0710","0.79","56.72","+","2016-06-11 23:58:56"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","0.2921","0.78","60.76","+","2016-06-11 23:58:56"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","0.0504","0.80","58.80","+","2016-06-11 23:58:56"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","0","0.70","54.09","-","2016-06-11 23:58:41"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","0.0032","0.70","62.99","-","2016-06-11 23:58:41"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0.8117","0.74","60.46","-","2016-06-11 23:58:41"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","0.9909","0.75","58.74","-","2016-06-11 23:58:41"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0.6088","0.74","54.63","-","2016-06-11 23:58:41"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0.0027","0.70","23.00","-","2016-06-11 23:58:04"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","0","0.70","21.00","-","2016-06-11 23:58:04"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","0.0019","0.70","26.00","-","2016-06-11 23:58:04"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","2.6683","0.70","22.91","-","2016-06-11 23:58:04"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","0.0021","0.70","28.00","+","2016-06-11 23:58:26"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","0","0.70","27.29","+","2016-06-11 23:58:26"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0","0.70","16.00","+","2016-06-11 23:58:26"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0022","0.70","32.00","-","2016-06-12 00:08:59"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0016","0.70","32.00","+","2016-06-12 00:08:59"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","0.0027","0.70","25.00","+","2016-06-12 00:08:59"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","0.0026","0.70","25.00","-","2016-06-12 00:08:03"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","0.0026","0.70","25.00","+","2016-06-12 00:08:01"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0","0.73","49.35","+","2016-06-12 00:08:56"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","0","0.73","49.66","+","2016-06-12 00:08:56"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0","0.73","52.38","+","2016-06-12 00:08:56"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","0.0318","0.74","56.88","+","2016-06-12 00:08:56"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","0.1311","0.73","61.45","+","2016-06-12 00:08:56"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","0.0226","0.74","58.91","+","2016-06-12 00:08:56"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","0","0.70","54.09","-","2016-06-12 00:08:38"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","0.0032","0.70","62.99","-","2016-06-12 00:08:38"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0.4276","0.72","62.13","-","2016-06-12 00:08:38"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","0.4448","0.72","61.09","-","2016-06-12 00:08:38"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0.2733","0.71","55.94","-","2016-06-12 00:08:38"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0.0027","0.70","23.00","-","2016-06-12 00:08:05"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","0","0.70","20.44","-","2016-06-12 00:08:05"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","0.0019","0.70","26.00","-","2016-06-12 00:08:05"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","2.6412","0.70","22.96","-","2016-06-12 00:08:05"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","0.0021","0.70","28.00","+","2016-06-12 00:08:33"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","0.2362","0.70","26.57","+","2016-06-12 00:08:33"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0","0.70","16.00","+","2016-06-12 00:08:33"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0022","0.70","32.00","-","2016-06-12 00:18:59"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0016","0.70","32.00","+","2016-06-12 00:18:59"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","0.0027","0.70","25.00","+","2016-06-12 00:18:59"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","0.0026","0.70","25.00","-","2016-06-12 00:18:02"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","0.0026","0.70","25.00","+","2016-06-12 00:18:01"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0","0.71","49.16","+","2016-06-12 00:18:57"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","0","0.71","49.35","+","2016-06-12 00:18:57"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0","0.71","52.20","+","2016-06-12 00:18:57"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","0.0143","0.71","56.94","+","2016-06-12 00:18:57"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","0.0588","0.71","61.75","+","2016-06-12 00:18:57"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","0.0119","0.72","58.95","+","2016-06-12 00:18:57"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","0","0.70","54.09","-","2016-06-12 00:18:37"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","0.0032","0.70","62.99","-","2016-06-12 00:18:37"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0.1919","0.71","63.16","-","2016-06-12 00:18:37"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","0.1996","0.71","62.14","-","2016-06-12 00:18:37"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0.1226","0.70","56.52","-","2016-06-12 00:18:37"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0.0027","0.70","23.00","-","2016-06-12 00:18:05"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","0","0.70","20.19","-","2016-06-12 00:18:05"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","0.0019","0.70","26.00","-","2016-06-12 00:18:05"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","2.6290","0.70","22.98","-","2016-06-12 00:18:05"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","0.0021","0.70","28.00","+","2016-06-12 00:18:27"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","0.4070","0.70","26.25","+","2016-06-12 00:18:27"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0","0.70","16.00","+","2016-06-12 00:18:27"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0022","0.70","32.00","-","2016-06-12 00:28:59"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0016","0.70","32.00","+","2016-06-12 00:28:59"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","0.0027","0.70","25.00","+","2016-06-12 00:28:59"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","0.0026","0.70","25.00","-","2016-06-12 00:28:02"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","0.0026","0.70","25.00","+","2016-06-12 00:28:04"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0","0.70","49.08","+","2016-06-12 00:27:58"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","0","0.70","49.18","+","2016-06-12 00:27:58"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0","0.70","52.09","+","2016-06-12 00:27:58"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","0.0064","0.70","56.98","+","2016-06-12 00:27:58"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","0.0310","0.70","61.87","+","2016-06-12 00:27:58"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","0.0045","0.70","58.98","+","2016-06-12 00:27:58"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","0","0.70","54.09","-","2016-06-12 00:28:37"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","0.0032","0.70","62.99","-","2016-06-12 00:28:37"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0.0861","0.70","63.62","-","2016-06-12 00:28:37"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","0.0896","0.70","62.61","-","2016-06-12 00:28:37"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0.0550","0.70","56.79","-","2016-06-12 00:28:37"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0.0027","0.70","23.00","-","2016-06-12 00:28:09"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","0","0.70","20.09","-","2016-06-12 00:28:09"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","0.0019","0.70","26.00","-","2016-06-12 00:28:09"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","2.6290","0.70","22.98","-","2016-06-12 00:28:09"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","0.0021","0.70","28.00","+","2016-06-12 00:28:27"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","0.4824","0.70","26.11","+","2016-06-12 00:28:27"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0","0.70","16.00","+","2016-06-12 00:28:27"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0022","0.70","32.00","-","2016-06-12 00:38:59"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0016","0.70","32.00","+","2016-06-12 00:38:59"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","0.0027","0.70","25.00","+","2016-06-12 00:38:59"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","0.0026","0.70","25.00","-","2016-06-12 00:38:02"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","0.0026","0.70","25.00","+","2016-06-12 00:38:02"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0","0.70","49.08","+","2016-06-12 00:38:56"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","0","0.70","49.18","+","2016-06-12 00:38:56"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0","0.70","52.09","+","2016-06-12 00:38:56"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","0.0033","0.70","56.99","+","2016-06-12 00:38:56"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","0.0118","0.70","61.95","+","2016-06-12 00:38:56"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","0.0033","0.70","58.99","+","2016-06-12 00:38:56"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","0","0.84","73.00","-","2016-06-12 00:38:37"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","0","0.84","77.64","-","2016-06-12 00:38:37"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0","0.87","82.02","-","2016-06-12 00:38:37"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","0","0.85","78.44","-","2016-06-12 00:38:37"
